merchant,prediction_date,risk_score,alert
fraud_Kilback LLC,2020-05-30,0.8573948520586592,1
fraud_Doyle Ltd,2020-06-12,0.8555935179489004,1
fraud_Schumm PLC,2020-05-10,0.8553455563641386,1
"fraud_Schumm, Bauch and Ondricka",2020-05-18,0.8544925363489068,1
fraud_Koepp-Witting,2020-06-12,0.8538102983214103,1
"fraud_Goldner, Kovacek and Abbott",2020-05-10,0.8536291906667485,1
fraud_Bogisich Inc,2020-06-07,0.8534232454974506,1
fraud_DuBuque LLC,2020-06-03,0.8528707825488924,1
"fraud_Langworth, Boehm and Gulgowski",2020-05-12,0.8521997641958019,1
"fraud_Goldner, Kovacek and Abbott",2020-05-09,0.8519729346574526,1
fraud_Hackett-Lueilwitz,2020-05-18,0.851836248430837,1
fraud_Terry-Huel,2020-05-06,0.8516768587143251,1
fraud_Kiehn Inc,2020-06-02,0.8515857165074486,1
fraud_Bauch-Raynor,2020-06-14,0.851148482500642,1
"fraud_Altenwerth, Cartwright and Koss",2020-05-18,0.8507228707471052,1
"fraud_Moen, Reinger and Murphy",2020-05-04,0.8504612071330281,1
fraud_Padberg-Welch,2020-06-09,0.8494451838427987,1
fraud_Kuhn LLC,2020-06-11,0.8490833938950925,1
fraud_Kiehn Inc,2020-06-03,0.8485923367421565,1
fraud_Kuhn LLC,2020-06-12,0.8483951708012059,1
fraud_Hudson-Ratke,2020-05-13,0.8483828470502861,1
fraud_Doyle Ltd,2020-06-13,0.8482698879818475,1
fraud_Goodwin-Nitzsche,2020-05-04,0.8476550616922205,1
fraud_Bauch-Raynor,2020-06-12,0.8475691554146803,1
fraud_Heidenreich PLC,2020-06-07,0.8472538991782704,1
fraud_Rau and Sons,2020-06-12,0.846556824379278,1
"fraud_Weimann, Kuhic and Beahan",2020-06-12,0.8465400873108022,1
fraud_O'Keefe-Hudson,2020-06-01,0.8462323969721888,1
fraud_Kilback LLC,2020-05-02,0.8461620854368668,1
fraud_Goodwin-Nitzsche,2020-06-11,0.8460121336499633,1
fraud_Kiehn Inc,2020-06-06,0.8456040944306914,1
fraud_Bogisich Inc,2020-06-06,0.8455845711395822,1
fraud_Doyle Ltd,2020-06-14,0.844830601436046,1
fraud_Schumm PLC,2020-05-19,0.8447918025966372,1
fraud_Cormier LLC,2020-05-23,0.844703295479345,1
fraud_Rau and Sons,2020-05-17,0.8446913931759273,1
fraud_Torphy-Goyette,2020-05-17,0.8445232865835145,1
fraud_Wolf Inc,2020-06-03,0.8445185347034078,1
fraud_Cormier LLC,2020-05-20,0.8444973820864268,1
fraud_Kuhn LLC,2020-06-09,0.8444229902622983,1
fraud_Cartwright-Harris,2020-05-16,0.8443977152072488,1
fraud_Cartwright-Harris,2020-05-17,0.8443977152072488,1
fraud_Deckow-O'Conner,2020-05-06,0.8443925468036572,1
fraud_Heidenreich PLC,2020-05-12,0.8443128225539036,1
fraud_Wolf Inc,2020-05-12,0.8433036359760819,1
"fraud_Lockman, West and Runte",2020-06-04,0.8428157871623277,1
fraud_Cormier LLC,2020-05-13,0.8427322565387493,1
fraud_Bradtke PLC,2020-05-21,0.8426311881350198,1
"fraud_Casper, Hand and Zulauf",2020-06-08,0.8421716096681237,1
fraud_Padberg-Welch,2020-05-25,0.8420440120735523,1
"fraud_Goldner, Kovacek and Abbott",2020-05-08,0.8416962325724097,1
"fraud_Moen, Reinger and Murphy",2020-05-03,0.8416594781741753,1
"fraud_Goldner, Kovacek and Abbott",2020-05-23,0.8413718099268027,1
"fraud_Schumm, Bauch and Ondricka",2020-06-06,0.8409099549046826,1
"fraud_Rowe, Batz and Goodwin",2020-05-25,0.8408756772868471,1
fraud_Hackett-Lueilwitz,2020-05-16,0.8404420186516663,1
fraud_Heidenreich PLC,2020-05-23,0.8404235609883771,1
fraud_Heidenreich PLC,2020-05-10,0.8403252738947979,1
fraud_Boyer PLC,2020-05-07,0.8399200098137597,1
"fraud_Rowe, Batz and Goodwin",2020-06-09,0.8397895205947419,1
fraud_Cormier LLC,2020-05-24,0.8396729483598868,1
"fraud_Weimann, Kuhic and Beahan",2020-06-04,0.8394920761637747,1
fraud_Rutherford-Mertz,2020-05-20,0.8394232710634338,1
fraud_Sawayn PLC,2020-05-02,0.8393395174625911,1
fraud_Boyer PLC,2020-05-05,0.8392662280193561,1
fraud_Boyer PLC,2020-05-06,0.8392662280193561,1
fraud_Kilback LLC,2020-05-19,0.839204580647056,1
fraud_Goodwin-Nitzsche,2020-05-17,0.8391869169614738,1
"fraud_Rowe, Batz and Goodwin",2020-05-26,0.8391600780297428,1
fraud_DuBuque LLC,2020-06-02,0.839128378641229,1
fraud_Koepp-Parker,2020-06-03,0.8389646410790387,1
fraud_Koepp-Witting,2020-06-08,0.8389253930931927,1
fraud_Heidenreich PLC,2020-06-08,0.8388314150883232,1
fraud_Schumm PLC,2020-05-18,0.838810506233849,1
fraud_Doyle Ltd,2020-06-09,0.8388018039714601,1
fraud_Schumm PLC,2020-06-04,0.8387017723367927,1
fraud_Goodwin-Nitzsche,2020-06-02,0.838627778588909,1
fraud_Schumm PLC,2020-05-21,0.8384836606314574,1
fraud_Barton Inc,2020-05-29,0.8384161146877508,1
fraud_Boyer PLC,2020-05-26,0.8384154675001503,1
"fraud_Moen, Reinger and Murphy",2020-05-25,0.8382350185944387,1
fraud_Schumm PLC,2020-05-20,0.8382337629249118,1
fraud_Barton Inc,2020-06-12,0.8380317144811305,1
fraud_Strosin-Cruickshank,2020-05-27,0.8379891861766097,1
"fraud_Schumm, Bauch and Ondricka",2020-05-22,0.8378451877329759,1
fraud_Kunze Inc,2020-05-11,0.8377453484155892,1
fraud_Rau and Sons,2020-05-02,0.8372932064606348,1
"fraud_Schumm, Bauch and Ondricka",2020-06-09,0.8370363176172892,1
fraud_Miller-Hauck,2020-05-20,0.8370013275515689,1
fraud_Murray-Smitham,2020-05-26,0.8370013275515689,1
"fraud_Huel, Hammes and Witting",2020-06-10,0.8370013275515689,1
"fraud_Moen, Reinger and Murphy",2020-05-01,0.8369444507196365,1
fraud_Goodwin-Nitzsche,2020-05-06,0.8367914014928679,1
"fraud_Swaniawski, Lowe and Robel",2020-05-11,0.8367298647004029,1
fraud_Cormier LLC,2020-06-03,0.8367126482812389,1
fraud_Padberg-Welch,2020-06-08,0.8366572711607672,1
fraud_Bauch-Raynor,2020-05-25,0.8365711481236703,1
fraud_Rau and Sons,2020-05-16,0.8363265595339543,1
fraud_Hackett-Lueilwitz,2020-05-15,0.8362636426508991,1
"fraud_Weimann, Kuhic and Beahan",2020-06-13,0.836023442046332,1
fraud_Rutherford-Mertz,2020-05-22,0.8359253920386567,1
fraud_Goodwin-Nitzsche,2020-06-14,0.8358755933783308,1
fraud_Bradtke PLC,2020-05-18,0.8358205961462302,1
fraud_Deckow-O'Conner,2020-06-03,0.8357620439003491,1
fraud_Barton Inc,2020-06-11,0.8357353418888598,1
fraud_Goodwin-Nitzsche,2020-05-05,0.8354849158272484,1
fraud_O'Keefe-Hudson,2020-05-14,0.835256113910192,1
fraud_Goodwin-Nitzsche,2020-05-12,0.8352026114842734,1
"fraud_Goldner, Kovacek and Abbott",2020-05-11,0.834848170136199,1
fraud_Koepp-Witting,2020-05-29,0.8348015524599164,1
fraud_Strosin-Cruickshank,2020-05-10,0.8344959687566719,1
fraud_Hudson-Ratke,2020-05-04,0.8344880839540788,1
"fraud_Lockman, West and Runte",2020-05-04,0.8344175781937002,1
"fraud_Rowe, Batz and Goodwin",2020-05-08,0.8343063714838175,1
fraud_DuBuque LLC,2020-05-18,0.8342371664721021,1
fraud_Hudson-Ratke,2020-06-05,0.8341340545318434,1
fraud_Schumm PLC,2020-05-11,0.8339747150711747,1
fraud_Padberg-Welch,2020-06-11,0.8339628762434786,1
"fraud_Rowe, Batz and Goodwin",2020-05-03,0.8338704913234235,1
fraud_Padberg-Welch,2020-06-13,0.8337782189087724,1
fraud_Bauch-Raynor,2020-06-02,0.8336726871386211,1
fraud_Schumm PLC,2020-05-22,0.8336524834953073,1
"fraud_Schultz, Simonis and Little",2020-05-03,0.8336257596430604,1
fraud_Murray-Smitham,2020-06-03,0.8335031510119063,1
fraud_McDermott-Weimann,2020-05-01,0.8333858391011104,1
fraud_Kiehn Inc,2020-06-04,0.8332679926400812,1
fraud_Padberg-Welch,2020-05-12,0.8329838001031303,1
"fraud_Moen, Reinger and Murphy",2020-05-24,0.8328919726994004,1
fraud_Padberg-Welch,2020-05-13,0.8327904652710033,1
fraud_Schamberger-O'Keefe,2020-06-09,0.8327904652710033,1
fraud_Vandervort-Funk,2020-05-20,0.8327811516390472,1
fraud_Koepp-Witting,2020-05-12,0.8327106862987712,1
fraud_Boyer PLC,2020-05-22,0.8326903414605873,1
fraud_Bradtke PLC,2020-06-04,0.8326398499249212,1
fraud_Barton Inc,2020-06-09,0.8326368857320404,1
fraud_Goodwin-Nitzsche,2020-06-08,0.832495476802905,1
fraud_DuBuque LLC,2020-06-05,0.8324892559870352,1
fraud_Cormier LLC,2020-05-22,0.8324682328668589,1
"fraud_Rowe, Batz and Goodwin",2020-05-04,0.8323581273560021,1
fraud_Bailey-Morar,2020-05-23,0.8323437772788315,1
fraud_Padberg-Welch,2020-06-14,0.8323084827532117,1
fraud_Kiehn Inc,2020-06-05,0.8322876116826953,1
"fraud_Heathcote, Yost and Kertzmann",2020-06-04,0.8322065109245552,1
fraud_Rutherford-Mertz,2020-06-09,0.8321095651463774,1
fraud_Cole PLC,2020-05-25,0.8320346489597772,1
"fraud_Osinski, Ledner and Leuschke",2020-05-01,0.8320276742092927,1
fraud_Kuhic Inc,2020-05-12,0.8320276742092927,1
"fraud_Goldner, Kovacek and Abbott",2020-05-15,0.8320276742092927,1
fraud_Vandervort-Funk,2020-05-22,0.8320276742092927,1
"fraud_Bernhard, Grant and Langworth",2020-05-29,0.8320196067349661,1
fraud_Schumm PLC,2020-05-25,0.8319961798905091,1
"fraud_Goldner, Kovacek and Abbott",2020-05-22,0.8319868706686261,1
fraud_Vandervort-Funk,2020-05-23,0.831973727892652,1
fraud_Wolf Inc,2020-05-25,0.8319098275316082,1
"fraud_Mosciski, Gislason and Mertz",2020-05-11,0.8318640141231769,1
fraud_Bailey-Morar,2020-05-03,0.8317962774236725,1
fraud_Schmidt and Sons,2020-05-12,0.8317876712552215,1
fraud_Schmidt and Sons,2020-05-13,0.8317876712552215,1
fraud_Schumm PLC,2020-05-14,0.8317634222550286,1
fraud_Koepp-Witting,2020-05-19,0.8316796511753558,1
"fraud_Casper, Hand and Zulauf",2020-05-20,0.8316796511753558,1
fraud_Kutch and Sons,2020-06-09,0.8316198919472488,1
fraud_Rau and Sons,2020-06-11,0.8313951958699971,1
fraud_Vandervort-Funk,2020-05-10,0.8313481316101169,1
fraud_Vandervort-Funk,2020-05-11,0.8313481316101169,1
fraud_Bradtke PLC,2020-05-20,0.8312971776780109,1
fraud_Koepp-Witting,2020-05-28,0.831156322001049,1
fraud_Barton Inc,2020-05-27,0.8311539612241094,1
"fraud_Mosciski, Gislason and Mertz",2020-05-13,0.8311485265895636,1
fraud_Price Inc,2020-05-11,0.8311425651411537,1
fraud_Kiehn Inc,2020-05-19,0.8310607073034778,1
"fraud_Rowe, Batz and Goodwin",2020-05-27,0.8310174296642487,1
fraud_Kilback LLC,2020-06-01,0.8309306529413475,1
fraud_DuBuque LLC,2020-05-14,0.8308812428692564,1
fraud_DuBuque LLC,2020-05-16,0.8308812428692564,1
fraud_Heidenreich PLC,2020-05-30,0.8308498083684881,1
fraud_Goodwin-Nitzsche,2020-06-03,0.8308391000401975,1
fraud_Bogisich Inc,2020-05-16,0.8307138366105501,1
fraud_Doyle Ltd,2020-06-07,0.8306883621993549,1
"fraud_Lockman, West and Runte",2020-06-03,0.8306309912276496,1
fraud_Padberg-Welch,2020-06-10,0.8305959954473483,1
fraud_Barton Inc,2020-05-24,0.8302970619922299,1
"fraud_Mosciski, Gislason and Mertz",2020-05-09,0.8301881916798434,1
"fraud_Mosciski, Gislason and Mertz",2020-05-08,0.8301383269016138,1
fraud_Rutherford-Mertz,2020-05-25,0.8301383269016138,1
fraud_Auer-Mosciski,2020-05-15,0.8300580944728735,1
fraud_Kuhn LLC,2020-06-06,0.830047513883293,1
fraud_Barton Inc,2020-06-04,0.8300044505217818,1
fraud_Barton Inc,2020-06-05,0.8300044505217818,1
fraud_Kunze Inc,2020-05-17,0.8299462535559877,1
fraud_Kiehn-Emmerich,2020-06-08,0.8299332088979323,1
"fraud_Schumm, Bauch and Ondricka",2020-05-21,0.8298574227538731,1
"fraud_Schumm, Bauch and Ondricka",2020-05-08,0.8298556569287343,1
fraud_Bailey-Morar,2020-05-01,0.8297918591294626,1
fraud_Bailey-Morar,2020-05-02,0.8297918591294626,1
fraud_Koepp-Parker,2020-05-09,0.8297918591294626,1
fraud_Heidenreich PLC,2020-05-20,0.8297918591294626,1
fraud_Rau and Sons,2020-06-14,0.8297837708126464,1
"fraud_Casper, Hand and Zulauf",2020-05-03,0.8296326755210104,1
fraud_Hackett-Lueilwitz,2020-05-17,0.8296172603692287,1
fraud_Kunze Inc,2020-05-08,0.8295899644069922,1
fraud_Rau and Sons,2020-06-09,0.8295815380434783,1
fraud_Cartwright-Harris,2020-05-15,0.8295166424689145,1
"fraud_Mosciski, Gislason and Mertz",2020-05-25,0.8295153251246623,1
fraud_Rutherford-Mertz,2020-05-24,0.829452707572342,1
"fraud_Kuhic, Bins and Pfeffer",2020-05-21,0.8293915441815476,1
fraud_Auer-Mosciski,2020-05-03,0.8293522365799129,1
fraud_McDermott-Weimann,2020-05-14,0.8293522365799129,1
fraud_Bogisich Inc,2020-05-11,0.8293092548019352,1
fraud_Schumm PLC,2020-05-16,0.8293024938857726,1
fraud_Stracke-Lemke,2020-06-11,0.8292502626671724,1
fraud_Bauch-Raynor,2020-06-11,0.8291985782747889,1
fraud_Barton Inc,2020-06-03,0.8291812694485834,1
fraud_Goodwin-Nitzsche,2020-05-29,0.8291503386994297,1
fraud_McDermott-Weimann,2020-05-18,0.8291051292303867,1
fraud_Kiehn-Emmerich,2020-05-12,0.8289681303936886,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-19,0.8289335302973827,1
"fraud_Moen, Reinger and Murphy",2020-06-01,0.8289335302973827,1
"fraud_Goldner, Kovacek and Abbott",2020-05-07,0.8288575179976597,1
fraud_Kutch and Sons,2020-06-08,0.8287759098874276,1
fraud_DuBuque LLC,2020-05-17,0.8286777373437312,1
fraud_Hackett-Lueilwitz,2020-05-05,0.8286422448843846,1
fraud_Miller-Hauck,2020-06-04,0.8286109053843667,1
fraud_Doyle Ltd,2020-06-08,0.828574298503927,1
fraud_Kiehn-Emmerich,2020-06-01,0.8284774526887965,1
fraud_Barton Inc,2020-05-28,0.8283118113521705,1
"fraud_Osinski, Ledner and Leuschke",2020-05-25,0.828300476435632,1
fraud_Kuhn LLC,2020-05-26,0.8282342179625313,1
"fraud_Goldner, Kovacek and Abbott",2020-05-17,0.8282014964889217,1
fraud_Koepp-Parker,2020-06-13,0.8281834610531562,1
fraud_McDermott-Weimann,2020-06-04,0.8281808186283698,1
fraud_Miller-Hauck,2020-05-04,0.8281086830978055,1
fraud_Deckow-O'Conner,2020-05-07,0.8279888643112854,1
fraud_Rutherford-Mertz,2020-06-10,0.8279689648851178,1
fraud_Heidenreich PLC,2020-05-21,0.8279329554890592,1
fraud_Bradtke PLC,2020-05-23,0.8278014888684502,1
"fraud_Mosciski, Gislason and Mertz",2020-05-12,0.8277853675961548,1
fraud_Doyle Ltd,2020-05-05,0.8277836868484887,1
fraud_Goodwin-Nitzsche,2020-05-19,0.8277750030749147,1
fraud_Pacocha-O'Reilly,2020-05-26,0.8277750030749147,1
fraud_Bauch-Raynor,2020-05-13,0.8277699731167278,1
fraud_Deckow-O'Conner,2020-06-01,0.8277361861785437,1
fraud_Kutch and Sons,2020-05-08,0.8276115545018069,1
fraud_McDermott-Weimann,2020-05-13,0.8275659876556622,1
fraud_Barton Inc,2020-05-23,0.8275316426470174,1
fraud_Bauch-Raynor,2020-05-26,0.8274660372991017,1
fraud_Cartwright-Harris,2020-06-13,0.827398796929522,1
fraud_McDermott-Weimann,2020-06-10,0.8272364778625925,1
fraud_Bradtke PLC,2020-05-15,0.8271618892245706,1
fraud_Hackett-Lueilwitz,2020-05-13,0.827019533726264,1
fraud_Rutherford-Mertz,2020-05-23,0.827019533726264,1
fraud_Pacocha-O'Reilly,2020-05-11,0.8270087524100957,1
"fraud_Schumm, Bauch and Ondricka",2020-05-09,0.8269770629298885,1
fraud_Barton Inc,2020-05-12,0.8269132536309168,1
fraud_Padberg-Welch,2020-06-01,0.8269132536309168,1
"fraud_Mosciski, Gislason and Mertz",2020-06-06,0.8269132536309168,1
fraud_Koepp-Parker,2020-05-19,0.8267138539368791,1
fraud_Cormier LLC,2020-06-06,0.8267088423240954,1
fraud_Bogisich Inc,2020-05-09,0.8266705150358743,1
fraud_Kunze Inc,2020-05-15,0.8266578563391815,1
fraud_Kunze Inc,2020-05-16,0.8266578563391815,1
fraud_Schamberger-O'Keefe,2020-05-20,0.8266312745200203,1
fraud_Boyer PLC,2020-05-29,0.8264868684952644,1
"fraud_Kovacek, Dibbert and Ondricka",2020-06-07,0.8264484737405453,1
fraud_O'Keefe-Hudson,2020-05-08,0.8264337285054665,1
fraud_Boyer PLC,2020-05-27,0.8263358291202022,1
fraud_Cartwright-Harris,2020-05-11,0.8263289137111692,1
fraud_Rutherford-Mertz,2020-06-07,0.8263289137111692,1
fraud_Lockman Ltd,2020-06-06,0.8262187317379063,1
fraud_Bailey-Morar,2020-06-04,0.8261563764156218,1
"fraud_Schumm, Bauch and Ondricka",2020-06-07,0.826085450380931,1
fraud_Deckow-O'Conner,2020-06-05,0.8260774780352187,1
fraud_Doyle Ltd,2020-06-10,0.8260733890158755,1
fraud_Bailey-Morar,2020-05-18,0.826061535156838,1
fraud_Strosin-Cruickshank,2020-05-09,0.8260297646383816,1
fraud_Koepp-Parker,2020-05-05,0.8260257770965936,1
fraud_Koepp-Parker,2020-05-08,0.8259254078104348,1
fraud_Kiehn-Emmerich,2020-05-05,0.8259141683743282,1
"fraud_Moen, Reinger and Murphy",2020-06-02,0.8259002445218822,1
fraud_Vandervort-Funk,2020-05-30,0.8258946471502311,1
fraud_Hackett-Lueilwitz,2020-05-06,0.825877238428842,1
fraud_Hackett-Lueilwitz,2020-05-11,0.825877238428842,1
fraud_Bogisich Inc,2020-05-12,0.8258576729145508,1
fraud_Goodwin-Nitzsche,2020-05-20,0.8257545115365648,1
fraud_Koepp-Parker,2020-05-21,0.8257510871093912,1
"fraud_Moen, Reinger and Murphy",2020-06-13,0.8256311480129613,1
fraud_Schmidt and Sons,2020-05-11,0.8255750448362889,1
fraud_Rutherford-Mertz,2020-05-18,0.825555880328615,1
fraud_Cartwright-Harris,2020-05-18,0.8255377625933566,1
fraud_DuBuque LLC,2020-06-07,0.8255288992570915,1
fraud_Miller-Hauck,2020-05-30,0.8254443601902641,1
"fraud_Heller, Gutmann and Zieme",2020-05-18,0.825407047587592,1
"fraud_Mosciski, Gislason and Mertz",2020-05-28,0.8253880220210189,1
fraud_Kuhn LLC,2020-06-10,0.8252646369883286,1
fraud_Barton Inc,2020-06-07,0.8252407905315224,1
fraud_McDermott-Weimann,2020-06-07,0.8252407905315224,1
"fraud_Osinski, Ledner and Leuschke",2020-05-17,0.8252345668336258,1
fraud_Rau and Sons,2020-06-10,0.8249653000574908,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-20,0.8249489747724802,1
fraud_Koepp-Parker,2020-05-23,0.8248689189846025,1
fraud_Hackett-Lueilwitz,2020-05-04,0.8248286006880896,1
fraud_Padberg-Welch,2020-05-20,0.8248286006880896,1
fraud_Bradtke PLC,2020-05-02,0.8248250844516692,1
fraud_Bailey-Morar,2020-05-22,0.8247662877167204,1
fraud_Rutherford-Mertz,2020-06-05,0.8247610355871733,1
fraud_Bradtke PLC,2020-05-11,0.8247310996258906,1
"fraud_Huel, Hammes and Witting",2020-05-02,0.8247185788884027,1
"fraud_Lockman, West and Runte",2020-05-06,0.8247185788884027,1
fraud_Bauch-Raynor,2020-05-15,0.8247185788884027,1
"fraud_Kuhic, Bins and Pfeffer",2020-05-27,0.8247132863730299,1
fraud_Strosin-Cruickshank,2020-06-14,0.8246889816863201,1
"fraud_Huel, Hammes and Witting",2020-06-01,0.8246709354337081,1
fraud_Goodwin-Nitzsche,2020-05-30,0.8246435538886837,1
fraud_Bailey-Morar,2020-05-10,0.8245952405622777,1
fraud_Hudson-Ratke,2020-05-15,0.8245952405622777,1
"fraud_Kovacek, Dibbert and Ondricka",2020-06-02,0.8245936695289373,1
"fraud_Schultz, Simonis and Little",2020-06-10,0.8245745982920847,1
fraud_Stracke-Lemke,2020-05-23,0.8245436863610763,1
"fraud_Kuhic, Bins and Pfeffer",2020-05-18,0.824541425924399,1
fraud_Hudson-Ratke,2020-05-12,0.8244843249608488,1
fraud_McDermott-Weimann,2020-06-08,0.8244514207390921,1
fraud_DuBuque LLC,2020-05-15,0.8243404193771954,1
fraud_Heidenreich PLC,2020-06-05,0.824327360497735,1
fraud_Cole PLC,2020-05-10,0.824220708632138,1
"fraud_Goldner, Kovacek and Abbott",2020-06-14,0.824220708632138,1
fraud_Bauch-Raynor,2020-06-08,0.824202312991161,1
fraud_Hudson-Ratke,2020-05-10,0.8241391987819984,1
fraud_Pacocha-O'Reilly,2020-05-12,0.8240282814158343,1
fraud_Hackett-Lueilwitz,2020-05-01,0.8240177872563618,1
fraud_Rutherford-Mertz,2020-06-08,0.8240177872563618,1
"fraud_Casper, Hand and Zulauf",2020-06-02,0.8239314012614026,1
fraud_Hudson-Ratke,2020-05-14,0.8238919938956619,1
fraud_Hudson-Ratke,2020-06-01,0.8238880771878089,1
fraud_Kuhic Inc,2020-05-20,0.823884679949681,1
"fraud_Rowe, Batz and Goodwin",2020-06-03,0.8238612399262564,1
fraud_Schamberger-O'Keefe,2020-06-04,0.8238173396283998,1
fraud_Goodwin-Nitzsche,2020-05-01,0.8238153234156189,1
fraud_Kutch and Sons,2020-05-04,0.8238153234156189,1
fraud_Pacocha-O'Reilly,2020-06-09,0.8238153234156189,1
fraud_Bradtke PLC,2020-05-12,0.8237873352404599,1
"fraud_Lockman, West and Runte",2020-06-07,0.8237304972750962,1
"fraud_Schultz, Simonis and Little",2020-05-01,0.8236631482568928,1
fraud_DuBuque LLC,2020-05-12,0.823601546607579,1
fraud_DuBuque LLC,2020-05-13,0.823601546607579,1
fraud_Wolf Inc,2020-06-05,0.823560055743663,1
fraud_McDermott-Weimann,2020-05-19,0.8235600000748592,1
"fraud_Goldner, Kovacek and Abbott",2020-05-18,0.8235565978633973,1
fraud_DuBuque LLC,2020-05-09,0.8235162817425153,1
fraud_Padberg-Welch,2020-05-27,0.8235162817425153,1
fraud_Kunze Inc,2020-06-12,0.8235162817425153,1
fraud_Kilback LLC,2020-05-03,0.8235088753064034,1
"fraud_Osinski, Ledner and Leuschke",2020-05-19,0.8234911155099276,1
fraud_Hackett-Lueilwitz,2020-05-19,0.8234814936172318,1
fraud_Doyle Ltd,2020-05-16,0.8234452208650901,1
fraud_DuBuque LLC,2020-05-19,0.8234359428375366,1
fraud_Kutch and Sons,2020-05-25,0.8234359428375366,1
fraud_Pacocha-O'Reilly,2020-05-27,0.8234359428375366,1
fraud_McDermott-Weimann,2020-05-11,0.8234305905184375,1
fraud_Bailey-Morar,2020-05-05,0.8234271863466373,1
fraud_Cormier LLC,2020-05-27,0.8234198964647373,1
fraud_Padberg-Welch,2020-05-08,0.8234164677633083,1
fraud_Lockman Ltd,2020-06-05,0.823359708600611,1
"fraud_Heathcote, Yost and Kertzmann",2020-06-02,0.8233463552564934,1
fraud_Bradtke PLC,2020-05-09,0.8233127214935144,1
fraud_Hackett-Lueilwitz,2020-05-02,0.8232094043364219,1
fraud_Koepp-Witting,2020-05-05,0.8232094043364219,1
"fraud_Huel, Hammes and Witting",2020-06-04,0.8232094043364219,1
fraud_DuBuque LLC,2020-06-06,0.8232094043364219,1
fraud_Bradtke PLC,2020-06-10,0.8231433440104902,1
"fraud_Mosciski, Gislason and Mertz",2020-06-10,0.8231413317608636,1
fraud_Kiehn Inc,2020-05-31,0.8231245133261856,1
fraud_Padberg-Welch,2020-05-23,0.8230961389876029,1
fraud_Schamberger-O'Keefe,2020-06-12,0.8230961389876029,1
"fraud_Huel, Hammes and Witting",2020-05-15,0.823042567001752,1
fraud_Kiehn-Emmerich,2020-05-13,0.8230421633613199,1
fraud_Corwin-Gorczany,2020-05-05,0.8229678081054851,1
fraud_Kuhic Inc,2020-05-26,0.8229277102154448,1
"fraud_Rowe, Batz and Goodwin",2020-05-12,0.822850796032292,1
fraud_Kutch and Sons,2020-05-15,0.8227836801778318,1
fraud_Pacocha-O'Reilly,2020-06-10,0.8227505339618392,1
fraud_Bradtke PLC,2020-05-19,0.8227407588709019,1
fraud_Denesik and Sons,2020-05-26,0.8227393866500852,1
fraud_Strosin-Cruickshank,2020-05-03,0.8227360018735053,1
fraud_Strosin-Cruickshank,2020-05-04,0.8227360018735053,1
